transaction_id,timestamp,amount,merchant_category,transaction_type,hour_of_day,day_of_week,is_international,customer_age,account_age_days,distance_from_home,city,country,num_transactions_last_hour,avg_amount_last_24h,is_fraud
TXN-000534,2026-01-29 05:16:59,46.96,gas_station,transfer,5,3,1,25,1874,113.5,Sydney,Australia,2,82.17,0
TXN-000535,2026-02-15 02:36:31,932.92,healthcare,withdrawal,2,6,1,18,2631,146.1,Mumbai,India,2,37.4,0
TXN-000536,2026-01-28 10:15:58,2352.09,healthcare,transfer,10,2,1,52,2709,114.7,Toronto,Canada,3,89.89,0
TXN-000537,2026-01-18 00:18:53,21.34,gas_station,purchase,0,6,1,48,3517,29.2,Tokyo,Japan,3,160.61,0
TXN-000538,2026-01-16 14:37:40,165.66,atm_withdrawal,payment,14,4,1,28,1855,42.2,São Paulo,Brazil,2,51.48,0
TXN-000539,2026-01-05 11:40:02,26.44,restaurant,transfer,11,0,1,44,1763,347.2,London,UK,3,38.11,0
TXN-000540,2026-01-14 02:22:38,174.75,online_shopping,payment,2,2,1,53,2967,60.7,Seoul,South Korea,1,90.24,0
TXN-000541,2026-02-05 16:08:51,194.99,clothing,purchase,16,3,1,25,2306,209.4,Sydney,Australia,4,140.9,0
TXN-000542,2026-01-24 04:04:16,726.77,travel,transfer,4,5,1,53,1939,62.9,Lagos,Nigeria,4,254.25,0
TXN-000543,2026-01-13 00:22:39,2681.04,electronics,withdrawal,0,1,1,44,3203,219.2,Shanghai,China,2,79.86,0
TXN-000544,2026-01-10 18:02:35,46.78,gas_station,transfer,18,5,1,23,2795,46.1,Mumbai,India,1,58.18,0
TXN-000545,2026-02-08 19:18:46,69.93,clothing,withdrawal,19,6,1,31,1590,130.8,São Paulo,Brazil,0,28.3,0
TXN-000546,2026-01-06 01:44:12,47.01,grocery,transfer,1,1,1,36,1281,395.4,Seoul,South Korea,0,294.82,0
TXN-000547,2026-03-01 07:21:03,84.37,grocery,payment,7,6,1,29,1867,109.0,Lagos,Nigeria,2,26.63,0
TXN-000548,2026-02-25 23:50:31,233.15,healthcare,purchase,23,2,0,24,884,20.7,New York,USA,4,69.71,0
TXN-000549,2026-01-18 19:15:14,1406.4,online_shopping,refund,19,6,1,39,2504,16.3,Tokyo,Japan,3,62.95,0
TXN-000550,2026-02-27 02:54:09,26.82,gas_station,refund,2,4,1,53,2723,4.7,São Paulo,Brazil,1,53.7,0
TXN-000551,2026-01-22 12:20:00,84.46,restaurant,refund,12,3,1,47,1939,0.1,Dubai,UAE,2,63.86,0
TXN-000552,2026-01-16 23:04:40,159.45,grocery,transfer,23,4,1,20,2373,105.9,Shanghai,China,2,36.99,0
TXN-000553,2026-01-31 04:58:59,866.18,wire_transfer,refund,4,5,0,71,898,116.8,New York,USA,4,132.95,0
TXN-000554,2026-01-04 15:31:19,380.32,online_shopping,transfer,15,6,1,19,1190,139.6,Tokyo,Japan,3,26.39,0
TXN-000555,2026-02-16 12:50:53,89.71,grocery,refund,12,0,1,36,3216,234.3,Berlin,Germany,2,23.57,0
TXN-000556,2026-01-13 07:40:42,1738.88,electronics,purchase,7,1,1,18,800,66.4,Mumbai,India,0,540.18,0
TXN-000557,2026-02-21 21:03:56,40.8,gas_station,transfer,21,5,1,64,244,16.6,Tokyo,Japan,2,21.97,0
TXN-000558,2026-02-17 15:48:40,440.4,online_shopping,payment,15,1,1,33,1197,608.4,Seoul,South Korea,2,161.89,0
TXN-000559,2026-02-13 00:50:28,123.79,restaurant,payment,0,4,1,28,2648,7.6,Mexico City,Mexico,0,131.05,0
TXN-000560,2026-01-29 22:44:42,1235.27,healthcare,purchase,22,3,1,26,1863,57.0,Mumbai,India,2,25.3,1
TXN-000561,2026-02-05 04:22:44,54.36,restaurant,purchase,4,3,1,41,1020,949.9,Seoul,South Korea,1,18.99,0
TXN-000562,2026-02-23 08:40:48,10923.92,cryptocurrency,purchase,8,0,1,46,1794,177.3,Mexico City,Mexico,5,88.17,0
TXN-000563,2026-02-08 03:28:43,112.49,grocery,transfer,3,6,1,58,133,608.1,Lagos,Nigeria,1,63.68,0
TXN-000564,2026-02-12 06:48:56,99.62,entertainment,purchase,6,3,1,34,2637,210.2,Seoul,South Korea,2,136.76,0
TXN-000565,2026-01-08 08:29:21,41.84,restaurant,purchase,8,3,1,31,661,91.1,Tokyo,Japan,1,30.39,0
TXN-000566,2026-02-11 10:28:16,123.55,grocery,payment,10,2,1,39,3512,177.4,London,UK,0,45.37,0
TXN-000567,2026-02-04 11:53:54,980.49,online_shopping,transfer,11,2,1,54,1224,43.1,Moscow,Russia,2,49.1,0
TXN-000568,2026-02-03 04:19:07,297.0,utilities,payment,4,1,1,18,3293,47.5,Tokyo,Japan,4,21.63,0
TXN-000569,2026-02-04 00:07:11,57.35,gas_station,purchase,0,2,1,36,2939,242.4,Mexico City,Mexico,1,70.63,0
TXN-000570,2026-01-25 21:27:38,1421.36,electronics,refund,21,6,1,19,175,1.5,Dubai,UAE,2,32.41,0
TXN-000571,2026-01-02 22:40:21,1430.74,travel,withdrawal,22,4,1,32,698,67.3,Berlin,Germany,4,5.47,0
TXN-000572,2026-01-06 09:15:03,659.77,gambling,withdrawal,9,1,1,28,1245,367.0,Seoul,South Korea,2,114.36,0
TXN-000573,2026-01-25 07:42:03,5594.17,travel,purchase,7,6,1,29,1692,173.2,Lagos,Nigeria,0,52.65,0
TXN-000574,2026-02-11 16:45:21,472.46,electronics,purchase,16,2,1,54,1609,236.9,Dubai,UAE,3,25.81,0
TXN-000575,2026-02-26 03:50:33,1397.06,online_shopping,withdrawal,3,3,1,33,393,9.8,São Paulo,Brazil,3,48.21,1
TXN-000576,2026-02-11 18:09:05,72.44,restaurant,refund,18,2,1,62,454,68.3,Mexico City,Mexico,2,54.37,0
TXN-000577,2026-01-06 10:45:15,3230.69,cryptocurrency,purchase,10,1,1,64,3131,14.4,Mexico City,Mexico,0,3.98,0
TXN-000578,2026-02-04 00:03:27,278.16,entertainment,refund,0,2,0,37,823,40.4,New York,USA,1,35.17,0
TXN-000579,2026-02-27 09:30:59,27.8,gas_station,purchase,9,4,1,29,2886,169.7,Sydney,Australia,2,15.72,0
TXN-000580,2026-02-04 00:17:36,18.12,gas_station,refund,0,2,1,59,1390,54.7,Dubai,UAE,1,6.88,0
TXN-000581,2026-02-17 18:57:46,728.91,healthcare,refund,18,1,1,51,268,342.1,Seoul,South Korea,2,82.81,0
TXN-000582,2026-01-22 05:51:14,127.7,online_shopping,purchase,5,3,1,41,2813,182.0,Lagos,Nigeria,2,148.01,1
TXN-000583,2026-01-13 21:14:04,1791.84,electronics,withdrawal,21,1,1,54,899,29.9,Sydney,Australia,0,42.18,0
TXN-000584,2026-02-22 23:30:58,469.87,clothing,purchase,23,6,1,20,3376,17.1,Moscow,Russia,0,98.49,0
TXN-000585,2026-01-19 23:30:16,3065.47,travel,purchase,23,0,1,73,2697,281.9,Tokyo,Japan,1,99.98,0
TXN-000586,2026-01-21 09:19:49,185.65,clothing,payment,9,2,1,36,37,469.0,Tokyo,Japan,2,373.09,0
TXN-000587,2026-01-05 11:00:43,1034.08,electronics,purchase,11,0,1,18,662,639.5,Moscow,Russia,5,3.76,1
TXN-000588,2026-01-27 19:38:24,1591.27,healthcare,purchase,19,1,1,24,3438,20.2,Lagos,Nigeria,5,225.52,0
TXN-000589,2026-01-08 23:10:16,2620.3,travel,withdrawal,23,3,1,33,1906,156.0,London,UK,1,80.17,0
TXN-000590,2026-01-17 11:05:18,142.99,online_shopping,refund,11,5,1,41,1478,21.3,Sydney,Australia,1,268.86,0
TXN-000591,2026-01-28 16:13:06,134.75,grocery,withdrawal,16,2,1,39,2774,130.4,London,UK,1,266.34,0
TXN-000592,2026-02-04 06:07:50,74.66,grocery,payment,6,2,1,19,2419,101.4,Mexico City,Mexico,3,24.85,0
TXN-000593,2026-02-05 18:08:47,37.5,restaurant,purchase,18,3,1,40,2918,402.2,São Paulo,Brazil,3,174.6,0
TXN-000594,2026-02-22 17:22:43,376.17,gambling,payment,17,6,1,25,755,21.5,Toronto,Canada,0,79.32,0
TXN-000595,2026-01-03 04:19:13,207.24,atm_withdrawal,purchase,4,5,1,58,608,638.8,Toronto,Canada,1,129.66,1
TXN-000596,2026-01-11 20:07:24,329.48,healthcare,transfer,20,6,1,33,2688,47.2,Mexico City,Mexico,1,15.77,0
TXN-000597,2026-02-15 13:07:47,1028.85,electronics,purchase,13,6,1,33,1678,87.4,Tokyo,Japan,1,120.78,0
TXN-000598,2026-02-04 23:32:15,948.47,healthcare,withdrawal,23,2,1,41,1759,814.1,Shanghai,China,1,8.38,1
TXN-000599,2026-02-02 11:17:15,138.55,grocery,refund,11,0,1,40,12,157.5,São Paulo,Brazil,2,177.05,0
TXN-000600,2026-01-09 23:14:35,298.59,clothing,purchase,23,4,1,51,3399,30.0,Moscow,Russia,1,111.63,0
TXN-000601,2026-02-21 01:03:23,79.99,grocery,purchase,1,5,1,37,3349,49.4,Mexico City,Mexico,2,159.31,0
TXN-000602,2026-02-22 21:23:16,51.67,utilities,purchase,21,6,1,45,3000,43.6,Paris,France,5,42.55,0
TXN-000603,2026-02-17 07:08:26,14.57,gas_station,transfer,7,1,1,21,1540,116.9,Lagos,Nigeria,1,9.98,0
TXN-000604,2026-01-20 01:11:32,188.64,entertainment,purchase,1,1,1,62,3160,253.8,São Paulo,Brazil,2,30.86,0
TXN-000605,2026-02-11 11:15:14,384.12,online_shopping,payment,11,2,1,35,234,504.6,Mexico City,Mexico,3,79.83,0
TXN-000606,2026-01-05 10:40:27,299.02,electronics,purchase,10,0,1,18,2948,10.9,London,UK,1,32.91,0
TXN-000607,2026-01-19 02:08:35,92.92,grocery,payment,2,0,1,35,256,107.9,Dubai,UAE,2,33.55,0
TXN-000608,2026-01-31 12:58:44,301.22,restaurant,purchase,12,5,1,61,1545,81.3,Mexico City,Mexico,2,5.94,0
TXN-000609,2026-02-10 23:56:09,176.47,restaurant,purchase,23,1,1,21,660,39.8,Tokyo,Japan,2,8.81,0
TXN-000610,2026-02-22 00:59:42,178.22,clothing,payment,0,6,1,41,2612,297.4,Dubai,UAE,2,10.79,0
TXN-000611,2026-01-03 18:09:26,142.76,atm_withdrawal,purchase,18,5,1,28,655,46.2,Mumbai,India,2,8.69,0
TXN-000612,2026-03-01 11:20:10,39.97,gas_station,withdrawal,11,6,1,23,1817,75.3,Berlin,Germany,3,88.32,0
TXN-000613,2026-01-19 09:46:03,464.3,electronics,purchase,9,0,1,23,1335,24.1,Paris,France,5,35.76,0
TXN-000614,2026-01-19 03:21:21,13.13,gas_station,transfer,3,0,1,50,2401,1.8,Paris,France,1,30.04,0
TXN-000615,2026-01-12 02:16:27,99.87,clothing,purchase,2,0,1,35,2281,354.6,Lagos,Nigeria,2,22.83,0
TXN-000616,2026-02-13 01:57:47,63.22,grocery,purchase,1,4,1,51,968,322.3,Paris,France,2,32.25,0
TXN-000617,2026-01-12 18:56:48,29.18,restaurant,purchase,18,0,1,19,3066,73.1,Mumbai,India,2,127.15,0
TXN-000618,2026-01-21 14:27:34,264.74,healthcare,purchase,14,2,1,18,1666,24.3,Dubai,UAE,0,15.73,0
TXN-000619,2026-01-14 21:09:02,120.05,gas_station,transfer,21,2,1,44,1444,166.9,Shanghai,China,2,31.61,0
TXN-000620,2026-01-01 04:12:20,85.62,utilities,withdrawal,4,3,1,21,3285,79.5,São Paulo,Brazil,1,27.48,0
TXN-000621,2026-02-21 19:25:52,1708.86,online_shopping,withdrawal,19,5,1,54,541,18.1,Lagos,Nigeria,3,52.9,0
TXN-000622,2026-01-20 15:55:01,528.8,online_shopping,payment,15,1,1,18,2106,62.1,Sydney,Australia,1,23.8,0
TXN-000623,2026-02-10 07:33:59,629.52,electronics,purchase,7,1,0,51,3280,52.3,New York,USA,0,143.28,0
TXN-000624,2026-01-07 15:02:38,65.41,gas_station,withdrawal,15,2,1,32,3275,45.6,Sydney,Australia,2,108.95,0
TXN-000625,2026-02-24 12:52:39,251.48,clothing,purchase,12,1,1,38,1950,313.5,Seoul,South Korea,0,9.15,0
TXN-000626,2026-01-19 09:17:56,568.38,online_shopping,purchase,9,0,1,30,1366,98.6,Sydney,Australia,0,369.45,0
TXN-000627,2026-02-27 07:45:53,213.62,grocery,transfer,7,4,1,54,1532,176.6,Seoul,South Korea,2,7.76,0
TXN-000628,2026-02-08 10:57:58,28.69,gas_station,purchase,10,6,0,43,2351,406.0,New York,USA,4,48.94,0
TXN-000629,2026-01-04 01:26:30,375.18,online_shopping,purchase,1,6,1,28,568,427.7,Shanghai,China,2,23.58,0
TXN-000630,2026-01-04 19:49:50,1812.14,travel,withdrawal,19,6,1,53,1309,83.8,Moscow,Russia,1,42.58,0
TXN-000631,2026-01-12 16:12:18,1112.21,online_shopping,purchase,16,0,1,41,1964,191.7,São Paulo,Brazil,0,81.41,0
TXN-000632,2026-01-25 22:59:42,49.39,grocery,purchase,22,6,1,18,3298,154.7,London,UK,0,42.82,0
TXN-000633,2026-01-15 03:59:56,29.34,restaurant,payment,3,3,1,50,483,400.6,Lagos,Nigeria,2,27.09,0
TXN-000634,2026-01-24 01:06:37,223.81,online_shopping,purchase,1,5,1,20,1194,287.8,Moscow,Russia,2,56.26,0
TXN-000635,2026-01-21 08:54:47,24.16,grocery,purchase,8,2,1,34,2198,46.2,Shanghai,China,1,106.27,0
TXN-000636,2026-01-13 06:07:27,971.23,travel,withdrawal,6,1,1,50,376,178.9,Paris,France,4,30.06,0
TXN-000637,2026-01-16 11:52:20,5762.43,gambling,purchase,11,4,1,22,2669,286.7,Dubai,UAE,2,66.65,1
TXN-000638,2026-01-05 22:32:37,585.24,atm_withdrawal,purchase,22,0,1,36,3041,16.4,São Paulo,Brazil,1,15.52,0
TXN-000639,2026-01-23 03:19:18,77.61,utilities,withdrawal,3,4,1,50,3114,6.4,Seoul,South Korea,1,174.74,0
TXN-000640,2026-01-20 09:44:49,115.94,grocery,purchase,9,1,1,26,1760,44.5,London,UK,1,208.97,0
TXN-000641,2026-02-03 07:09:47,108.49,grocery,purchase,7,1,1,18,2923,426.2,London,UK,2,60.3,0
TXN-000642,2026-01-24 15:15:39,2848.15,wire_transfer,purchase,15,5,1,18,1165,326.5,Mexico City,Mexico,3,124.96,0
TXN-000643,2026-02-02 12:22:37,552.91,clothing,transfer,12,0,1,47,2656,76.4,Dubai,UAE,3,35.96,0
TXN-000644,2026-02-23 09:23:39,349.3,atm_withdrawal,payment,9,0,1,53,1724,71.3,São Paulo,Brazil,3,36.07,0
TXN-000645,2026-01-01 05:04:56,34.61,restaurant,transfer,5,3,0,27,621,146.7,New York,USA,3,111.75,0
TXN-000646,2026-01-30 16:38:44,321.15,entertainment,refund,16,4,0,46,858,114.9,New York,USA,2,207.33,0
TXN-000647,2026-02-17 17:39:59,2872.68,electronics,refund,17,1,1,43,2250,81.7,Tokyo,Japan,1,59.46,0
TXN-000648,2026-02-08 16:41:43,1183.42,electronics,purchase,16,6,1,53,1092,35.4,Moscow,Russia,1,20.98,0
TXN-000649,2026-01-14 07:16:59,118.65,clothing,payment,7,2,1,39,867,46.4,Lagos,Nigeria,1,25.16,0
TXN-000650,2026-01-17 04:19:02,1120.23,online_shopping,purchase,4,5,0,69,2480,31.9,New York,USA,1,34.2,0
TXN-000651,2026-01-13 04:40:12,235.32,clothing,refund,4,1,1,65,769,264.4,Toronto,Canada,1,81.55,0
TXN-000652,2026-01-10 14:06:35,222.64,gas_station,purchase,14,5,1,29,643,174.2,Tokyo,Japan,4,39.45,0
TXN-000653,2026-01-24 02:18:05,33.74,clothing,transfer,2,5,1,37,2216,46.5,Seoul,South Korea,4,111.23,0
TXN-000654,2026-02-11 02:02:19,297.14,clothing,purchase,2,2,1,36,1962,15.9,Mumbai,India,2,162.36,0
TXN-000655,2026-01-21 13:17:30,2056.04,electronics,purchase,13,2,1,53,3004,150.6,Paris,France,1,62.21,0
TXN-000656,2026-02-20 19:37:18,61.29,entertainment,transfer,19,4,0,49,955,6.9,New York,USA,1,34.8,0
TXN-000657,2026-01-05 06:15:54,1290.95,healthcare,purchase,6,0,1,27,846,855.8,Mexico City,Mexico,7,8.94,0
TXN-000658,2026-02-05 17:44:12,196.3,gas_station,transfer,17,3,1,62,3349,312.8,Lagos,Nigeria,2,52.64,0
TXN-000659,2026-01-08 23:36:31,38.89,restaurant,transfer,23,3,1,18,3456,64.6,Lagos,Nigeria,3,19.73,0
TXN-000660,2026-01-17 07:58:44,2737.02,travel,purchase,7,5,1,25,272,11.6,Toronto,Canada,3,17.02,0
TXN-000661,2026-01-27 04:04:28,6685.16,gambling,purchase,4,1,1,18,1468,323.4,Seoul,South Korea,2,35.01,0
TXN-000662,2026-02-01 00:56:52,16.46,restaurant,payment,0,6,0,18,1483,52.6,New York,USA,3,24.65,0
TXN-000663,2026-01-25 05:20:23,140.98,restaurant,withdrawal,5,6,1,46,1560,130.6,Moscow,Russia,2,62.95,0
TXN-000664,2026-01-08 14:25:11,229.97,grocery,purchase,14,3,1,27,3282,53.6,Tokyo,Japan,2,41.43,0
TXN-000665,2026-02-22 04:30:22,537.39,healthcare,purchase,4,6,1,18,697,174.2,Tokyo,Japan,2,2.63,0
TXN-000666,2026-01-22 16:20:35,38.17,entertainment,purchase,16,3,0,38,1369,17.5,New York,USA,1,12.02,0
TXN-000667,2026-02-14 06:04:55,1055.57,travel,purchase,6,5,1,46,1991,259.6,Lagos,Nigeria,1,59.78,0
TXN-000668,2026-01-17 15:44:21,121.96,grocery,withdrawal,15,5,1,25,3446,16.6,São Paulo,Brazil,1,29.79,0
TXN-000669,2026-01-26 17:52:13,122.97,clothing,payment,17,0,1,37,1204,294.3,Sydney,Australia,1,9.82,0
TXN-000670,2026-01-17 00:30:49,179.07,restaurant,transfer,0,5,1,36,1156,360.0,Seoul,South Korea,2,110.48,0
TXN-000671,2026-02-07 10:15:04,606.56,atm_withdrawal,purchase,10,5,1,42,2311,209.7,Seoul,South Korea,0,12.04,0
TXN-000672,2026-02-15 06:51:15,74.42,grocery,purchase,6,6,1,69,1812,267.6,São Paulo,Brazil,2,51.14,0
TXN-000673,2026-02-28 17:53:47,536.05,online_shopping,refund,17,5,1,26,12,118.0,Paris,France,1,33.17,0
TXN-000674,2026-01-17 10:19:09,72.72,gas_station,purchase,10,5,1,19,1526,507.7,Paris,France,2,81.49,0
TXN-000675,2026-02-26 01:22:57,2669.12,electronics,purchase,1,3,1,37,3326,5.2,Dubai,UAE,1,147.97,0
TXN-000676,2026-02-24 11:17:59,49.89,grocery,refund,11,1,1,37,531,55.7,London,UK,3,242.88,0
TXN-000677,2026-01-20 07:48:30,1125.33,online_shopping,purchase,7,1,1,38,3340,278.0,Moscow,Russia,2,11.87,0
TXN-000678,2026-01-01 11:15:53,27.74,restaurant,purchase,11,3,1,55,3281,48.1,Shanghai,China,1,32.69,0
TXN-000679,2026-01-22 23:39:44,77.31,gas_station,purchase,23,3,1,44,74,70.6,Berlin,Germany,2,152.55,0
TXN-000680,2026-01-09 03:38:23,114.33,grocery,purchase,3,4,1,54,2866,200.5,Berlin,Germany,3,81.16,0
TXN-000681,2026-02-08 20:29:46,13.3,gas_station,transfer,20,6,1,40,1139,83.6,Shanghai,China,4,19.06,0
TXN-000682,2026-02-14 22:09:02,677.78,online_shopping,withdrawal,22,5,1,55,1955,14.7,Moscow,Russia,1,179.34,0
TXN-000683,2026-01-29 20:36:22,917.25,electronics,purchase,20,3,1,33,3425,70.1,Moscow,Russia,4,11.72,0
TXN-000684,2026-01-03 08:23:21,49.58,clothing,withdrawal,8,5,1,60,3542,173.6,Seoul,South Korea,2,56.96,0
TXN-000685,2026-01-20 17:30:22,83.53,grocery,purchase,17,1,1,21,1421,93.1,Moscow,Russia,1,199.79,0
TXN-000686,2026-01-24 16:34:13,88.21,gas_station,withdrawal,16,5,1,20,3406,111.0,Sydney,Australia,0,14.7,0
TXN-000687,2026-02-21 19:55:10,224.18,online_shopping,refund,19,5,1,31,3069,294.6,São Paulo,Brazil,1,54.59,0
TXN-000688,2026-02-06 05:20:50,119.39,clothing,purchase,5,4,1,27,395,187.8,Moscow,Russia,1,31.16,0
TXN-000689,2026-01-12 10:02:43,534.17,clothing,transfer,10,0,1,30,1472,145.9,Lagos,Nigeria,2,134.63,0
TXN-000690,2026-01-31 20:15:41,31.45,grocery,refund,20,5,1,56,383,156.4,Lagos,Nigeria,4,93.95,1
TXN-000691,2026-01-09 11:54:40,844.17,atm_withdrawal,purchase,11,4,1,40,2447,46.6,Mumbai,India,2,106.44,0
TXN-000692,2026-02-25 18:06:30,42.91,gas_station,transfer,18,2,0,18,2684,354.7,New York,USA,0,29.32,0
TXN-000693,2026-02-10 03:52:26,544.75,online_shopping,purchase,3,1,1,36,3016,5.8,London,UK,4,10.26,0
TXN-000694,2026-01-01 13:08:29,698.51,online_shopping,payment,13,3,1,37,217,44.5,Berlin,Germany,1,124.42,0
TXN-000695,2026-02-01 09:36:22,187.32,online_shopping,withdrawal,9,6,1,20,1095,208.7,Seoul,South Korea,1,14.91,0
TXN-000696,2026-02-21 18:17:57,46.27,gas_station,payment,18,5,0,59,2946,138.8,New York,USA,1,82.87,0
TXN-000697,2026-02-01 15:50:14,45.47,restaurant,transfer,15,6,0,31,174,13.3,New York,USA,1,21.33,0
TXN-000698,2026-01-09 21:25:52,156.23,utilities,withdrawal,21,4,1,48,1446,60.5,Mexico City,Mexico,1,115.9,0
TXN-000699,2026-02-08 08:36:13,578.7,electronics,refund,8,6,1,38,3621,186.8,London,UK,1,23.68,0
TXN-000700,2026-01-23 10:32:23,1428.4,online_shopping,refund,10,4,1,18,2082,187.8,Sydney,Australia,1,67.6,0
TXN-000701,2026-01-12 13:55:17,1235.88,healthcare,transfer,13,0,1,19,411,37.3,Dubai,UAE,3,31.88,0
TXN-000702,2026-02-27 05:02:57,120.06,grocery,purchase,5,4,0,41,830,20.5,New York,USA,2,115.05,0
TXN-000703,2026-01-13 20:48:39,1565.66,travel,withdrawal,20,1,1,34,2913,174.2,Mexico City,Mexico,3,22.81,0
TXN-000704,2026-03-01 22:14:25,139.76,clothing,transfer,22,6,1,66,1063,8.3,Paris,France,0,15.43,0
TXN-000705,2026-02-22 03:53:33,19.46,gas_station,withdrawal,3,6,1,51,1842,239.3,Mumbai,India,2,263.79,0
TXN-000706,2026-02-10 19:18:44,825.59,online_shopping,withdrawal,19,1,1,47,1866,200.7,Paris,France,1,19.13,0
TXN-000707,2026-02-28 01:14:38,315.51,electronics,withdrawal,1,5,1,20,2247,164.1,Mumbai,India,3,200.54,0
TXN-000708,2026-02-16 13:38:56,187.43,clothing,purchase,13,0,0,46,3439,23.9,New York,USA,2,165.51,0
TXN-000709,2026-02-17 13:26:58,264.82,utilities,purchase,13,1,1,49,595,325.8,Dubai,UAE,3,108.5,0
TXN-000710,2026-02-23 23:37:52,730.95,healthcare,refund,23,0,1,34,1434,1.2,Paris,France,1,202.47,0
TXN-000711,2026-02-18 01:44:32,77.04,restaurant,payment,1,2,1,54,2842,109.9,Sydney,Australia,1,9.52,0
TXN-000712,2026-01-31 07:42:58,549.4,healthcare,refund,7,5,1,33,1063,92.5,Seoul,South Korea,3,243.58,0
TXN-000713,2026-01-17 04:24:17,669.17,online_shopping,purchase,4,5,1,34,183,314.8,São Paulo,Brazil,4,21.3,1
TXN-000714,2026-01-04 21:50:54,94.29,grocery,refund,21,6,1,69,2311,3.2,Moscow,Russia,3,56.54,0
TXN-000715,2026-01-17 15:39:38,30.13,gas_station,payment,15,5,1,35,288,46.3,Moscow,Russia,1,169.49,0
TXN-000716,2026-01-23 01:07:12,629.18,electronics,purchase,1,4,1,19,3220,168.7,Dubai,UAE,3,58.26,0
TXN-000717,2026-02-18 17:05:58,2726.6,cryptocurrency,purchase,17,2,1,34,2976,39.7,London,UK,2,383.75,1
TXN-000718,2026-01-30 23:19:45,228.38,restaurant,refund,23,4,1,61,986,76.0,Lagos,Nigeria,5,40.93,0
TXN-000719,2026-02-21 23:07:27,25.44,restaurant,purchase,23,5,1,44,469,121.0,Tokyo,Japan,2,45.21,0
TXN-000720,2026-02-18 19:14:00,450.72,online_shopping,purchase,19,2,1,52,2073,96.8,Dubai,UAE,4,9.07,0
TXN-000721,2026-01-10 11:16:06,1475.49,travel,withdrawal,11,5,1,18,374,3.3,London,UK,2,45.46,0
TXN-000722,2026-02-21 20:52:20,860.3,online_shopping,purchase,20,5,1,21,3507,58.2,Tokyo,Japan,1,31.88,0
TXN-000723,2026-01-21 19:22:48,104.94,entertainment,payment,19,2,1,44,3494,117.1,Mumbai,India,0,369.87,0
TXN-000724,2026-01-03 04:55:28,2248.17,travel,purchase,4,5,1,63,1275,107.8,Mumbai,India,2,78.18,0
TXN-000725,2026-01-18 23:00:24,125.04,online_shopping,purchase,23,6,1,56,1415,107.0,São Paulo,Brazil,0,41.8,0
TXN-000726,2026-01-27 12:40:01,313.41,clothing,refund,12,1,1,23,2293,1.8,Dubai,UAE,3,173.04,0
TXN-000727,2026-01-01 10:05:19,4499.9,cryptocurrency,refund,10,3,1,54,2403,72.7,Shanghai,China,2,33.25,0
TXN-000728,2026-01-26 19:48:41,54.41,gas_station,purchase,19,0,0,55,1264,207.2,New York,USA,3,61.49,0
TXN-000729,2026-01-31 05:10:12,76.75,entertainment,withdrawal,5,5,1,42,1023,201.2,Berlin,Germany,2,47.86,1
TXN-000730,2026-01-14 08:17:50,1471.44,gambling,purchase,8,2,1,41,492,32.1,Lagos,Nigeria,3,208.09,0
TXN-000731,2026-01-16 16:37:57,820.08,electronics,purchase,16,4,1,33,3516,51.4,Lagos,Nigeria,2,11.23,0
TXN-000732,2026-02-13 14:24:49,165.68,online_shopping,purchase,14,4,1,27,2362,265.4,Moscow,Russia,3,1351.23,0
TXN-000733,2026-01-20 13:39:24,123.9,restaurant,transfer,13,1,1,26,508,150.7,São Paulo,Brazil,4,108.07,0
TXN-000734,2026-02-26 13:35:37,583.58,online_shopping,purchase,13,3,1,34,2657,899.5,Paris,France,1,213.07,0
TXN-000735,2026-01-17 02:09:47,88.31,utilities,payment,2,5,1,38,3286,55.6,Lagos,Nigeria,2,42.11,0
TXN-000736,2026-01-21 07:43:51,3235.12,travel,withdrawal,7,2,1,31,2809,28.3,Sydney,Australia,1,34.02,0
TXN-000737,2026-01-18 07:46:40,436.33,online_shopping,refund,7,6,1,28,175,262.0,Mumbai,India,1,36.01,0
TXN-000738,2026-01-27 05:34:38,390.63,electronics,purchase,5,1,1,68,1374,58.6,Seoul,South Korea,1,42.3,0
TXN-000739,2026-01-25 13:10:28,44.69,entertainment,transfer,13,6,1,41,1186,63.3,Mumbai,India,4,7.47,0
TXN-000740,2026-01-27 23:45:40,564.83,atm_withdrawal,payment,23,1,1,18,3495,47.1,London,UK,1,41.48,0
TXN-000741,2026-02-06 08:07:38,227.93,electronics,purchase,8,4,1,21,2216,8.0,Berlin,Germany,4,19.59,0
TXN-000742,2026-01-26 16:53:27,53.27,restaurant,transfer,16,0,1,46,761,80.3,Seoul,South Korea,0,23.14,0
TXN-000743,2026-01-12 09:12:25,585.66,electronics,purchase,9,0,1,41,1298,54.3,Shanghai,China,3,37.02,0
TXN-000744,2026-01-04 18:53:56,41.49,gas_station,withdrawal,18,6,1,27,2377,153.1,Berlin,Germany,0,116.63,0
TXN-000745,2026-02-14 08:14:38,1611.08,online_shopping,transfer,8,5,1,29,1249,425.2,Moscow,Russia,2,74.23,0
TXN-000746,2026-01-30 17:34:02,52.44,grocery,transfer,17,4,1,62,3102,288.1,São Paulo,Brazil,1,29.75,0
TXN-000747,2026-01-18 22:36:59,120.21,clothing,purchase,22,6,1,53,1190,79.0,Moscow,Russia,3,21.96,0
